exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
[성남큐브미술관] 2022 딜라이트 성남,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1640824217807.jpg,"
전시소개

전시 안내

The Myth (12지신의 숲)
Corridor of Light (빛의 회랑)
Welcome to DELIGHT (별빛 소원의 청사초롱)
Dynamic Seomgnam (성남)
Authentic Street (거리, 은유)
An Olden Tale (설화)
Seongnam Story (성남 스토리)


정부 정책 '접종 증명/음성 확인제(방역패스)를 시행함에 따라 아래 사항에 적용되는 관람객만 이용이 가능하오니 양해 부탁드립니다.

- 백신 접종 완료자(관람일 기준 2차 백신 접종 후 14일 이상 경과) 
전시장 입장 전에 COOV앱 또는 전자출입명부(네이버,카카오,토스)등의 전자증명서, 예방접종증명서(종이), 신분증에 부착된 예방접종스티커 중 하나의 증명 수단과 신분증을 함께 제시해주셔야 합니다.

- PCR 음성확인자(48시간 내)
전시장 입장 전 PCR 음성확인 문자 통지서, 보건소에서 발급 받은 코로나19 PCR 음성 확인서(종이), COOV앱 또는 전자증명서 중 하나의 증명수단과 신분증을 함께 제시해주셔야합니다.

- 백신패스 예외자
* 만 18세 이하의 청소년 -> 신분증만제시
* 코로나19확진 이후 격리해제 된 사람 -> 보건소에서 발급한 격리해제서 + 신분증 제시
* 의학적사유 접종예외자 -> 보건소에서 발급한 예방접종 음성확인 예외증명서 +신분증제시
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2021. 12. 1.~2022. 4. 15.,경기 | 성남아트센터 큐브미술관
제6회 인가 조각회 정기전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1648791822391.jpg,"
전시소개

인가 조각회는 인천가톨릭대학교 조형예술대학 환경조각과 출신들이며, 올해 7년 차의 22명의 젊은 작가들로 구성되어 있다. 특히, 인천에서 조각 관련 대학은 이곳이 유일한 조각회로 본업뿐만 아니라 문화 예술 창작 활동도 왕성하게 활동 중이다. 회원들의 다양한 면모를 통해 우리나라 현대미술의 생생한 표정들을 나타내며, 장르와 주제, 표현과 기법 등에 구애됨이 없이 자유분방함을 표현하였다. 대리석, 철, 스테인리스, 브론즈, 테라코타, 나무 등의 재료를 이용하여 조각가들의 조형미가 담긴 작품 30여 점 전시할 예정이다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 4. 6.~2022. 4. 14.,인천 | 인천광역시교육청평생학습관
"최태웅, 초현실 세계",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1648791762012.jpg,"
전시소개

최태웅 작가는 중증 장애인으로 손과 발을 사용하지 못하여 입으로 그림을 그리는 구족화가(口足畫家)로서 항상 긍정과 낙천적으로 작업을 하고 있다. 최 작가는 항상 이웃의 행복한 삶을 바라며 작업을 하고 있으며, 본인의 상황으로 인하여 비교적 많은 그림 작업은 할 수 없다. 또한, 장애로 인하여 디테일한 작업은 못하지만, 작품 속에는 거칠고 강한 화풍을 구사하여 마치 초현실적인 느낌으로 공감대 형성한다. 구족화가로서의 위용을 나타내어 관람객의 가슴을 울리는 짙은 공감 제시하고 있다. 본인의 상황을 그림으로 전화하며 희망의 메시지를 전하는 작품 20여 점 전시할 예정이다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 4. 6.~2022. 4. 14.,인천 | 인천광역시교육청평생학습관
"이내말삼 드러보소, 내방가사",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1646354626399.jpg,"
전시소개

내방가사에는 여성들이 살아온 실제 삶의 모습이 솔직하고 소박하게 표현돼 있습니다. 내방가사의 꾸밈없는 진솔한 내용은 동시대를 사는 여성들에게 많은 공감을 불러일으켰으며, 이를 베껴 쓰거나 고쳐 쓰는 방식으로 널리 퍼져 나갔습니다. 가사의 4음보 운율에 자신의 삶을 성찰하는 목소리를 싣기도 하고, 변화된 세상을 바라보는 자신만의 목소리를 담아 가족과 세상에 전하려고 했습니다.

조선 후기부터 창작되기 시작한 내방가사는 근대 시기에 그 양이 폭발적으로 증가하여 가장 활발하게 향유되었습니다. 이번 전시에서는 조선후기부터 현재까지 창작되고 향유되는 내방가사를 조망하여, ‘이내말씀 들어보소’라고 외치며 여성들이 이끌어 냈던 소통과 공감의 가치를 소개하려고 합니다. 1부 ‘내방안에서’는 가족이라는 울타리 안에서 펼쳐지는 여성들의 희로애락을 선보입니다. 2부 ‘세상 밖으로’는 근대와 식민지라는 격동의 시대에 직면한 여성들의 삶과 생각을 마주할 수 있습니다. 3부 ‘소망을 담아’는 가족이 잘되길 기원하는 여성의 마음과, 오늘날에도 변함없이 이어지고 있는 내방가사를 소개합니다.

내방가사 속 여성들은 우리 주변에 있는 할머니, 어머니, 며느리, 시누이, 올케, 딸과 같이 평범한 사람들입니다. 여성들이 들려주는 삶의 노래를 듣고, 여성들과 소통하고, 그녀들의 삶에 공감해 보는 시간을 갖길 기대합니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2021. 12. 23.~2022. 4. 10.,서울 | 국립한글박물관
2022 고양아트마켓  Part 1. 내 방안의 미술관,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1648512853469.jpg,"
전시소개


집 안에 있는 시간이 많아진 요즘. 옷깃을 여미며 미술관에 발걸음을 내어주실 여러분을 기다립니다. 고양아람누리 해받이터 네 개의 작은 공간에는 고양시 작가 열 아홉 명의 작품과 굿즈들이 다채롭게 진열되어 있습니다. 모든 작품을 한 점당 100만 원 이하로 구매하실 수 있습니다. 천천히, 자유롭게 둘러보시며 나만의 아트 취향을 발견해보세요. 

그리고 상상해보세요. 매일 보는 나의 벽에 이 그림이 걸려있다면, 심심한 내 방 선반 위에 이 굿즈를 두면 어떨지를요. 고양아트마켓은 여러분에게 내 방을 직접 미술관으로 꾸며보기를 권합니다. 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 2. 24.~2022. 4. 3.,고양 | 고양아람누리 아람미술관
"김태란, 유토피아 지금, 여기 이곳에",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1647936184616.jpg,"
전시소개

전시소개
유토피아는 인간이 생각할 수 있는 최선의 상태를 갖춘 완벽 사회를 말하며, 김태란 작가는 ‘드래곤’이라는 상상 속의 오브제를 통하여 유토피아를 표현하였다. 십이지신(十二支神)의 내용은 연초 복을 기원하는 십이지 신앙에서 유래하며, 작가는 불안감, 불평, 과잉의 현대사회의 불행을 십이지신으로 녹여내고 있다. 아시아(동양)의 대표적인 상상의 동물로 용(龍)이 있다면 유럽(서양)의 대표적인 상상의 동물은 드래곤이다. 작가는 작가의 관점에서 드래곤을 표현하였다. 오방색(황(黃), 청(靑), 백(白), 적(赤), 흑(黑)의 5가지 색)을 사용 한 작가는 오행성(목성, 금성, 화성, 수성, 토성)을 뜻하며, 기복 신앙(祈福 信仰)을 기원하는 의미도 담겨 있다. 현대인에게 드래곤을 통해 역경 속에서도 희망을 잃지 않는 메시지를 전하는 작품 20여 점 전시할 예정이다.
 
-전시 관람시 유의사항
※코로나 19 예방을 위하여 입장 전 비치된 손소독제 사용 및 마스크 착용
※바닥의 2m 거리 표식에 따라 거리를 유지하면서 안전하게 관람 요망
※전시에 지장을 초래하는 행위 금지(소란, 사진 촬영, 음식물 반입 등)
※전시품의 파손 우려가 있으니 눈으로만 감상 요청
 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 3. 23.~2022. 3. 31.,인천 | 인천광역시교육청평생학습관
[아트뮤제 전시] 능소화 & 나비의 사랑 _ 황선화 展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1647235957086.jpg,"
전시소개



작가는 능소화와 나비를 소재로하여 전통채색과 현대적인 조형성을 통해 인간의 감정을 표현합니다. 장자(莊子)의 호접지몽(胡蝶之夢)에서 보여 지듯이 작품 속 능소화가 나비가 된 건지 나비가 능소화가 된 건지 알 수 없는 혼미한 세계와 독창적으로 만들어진 꽃나비를 통해 사랑, 만남, 이별의 여정을 전달합니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 3. 11.~2022. 3. 31.,서울 | 아트뮤제갤러리 롯데백화점 일산점
[아트뮤제 전시] Peaceful village _ 박구환 展,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1647235884489.jpg,"
전시소개


작가는 우리가 버리고 떠나버린 고향풍경 혹은 숨 가쁜 우리삶의 시간들이 덮어버린 마음심층의 풍경을 ‘생명의 긍정과 환희’가 가득한 곳으로 승화합니다. 세련되고 명량한 색채, 기운생동(氣韻生動)한 붓선 그리고 풍요로운 여백을 통해 고요한 즐거움을 선사합니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 3. 11.~2022. 3. 31.,서울 | 아트뮤제갤러리 롯데백화점 일산점
"볼음도, 248명의 삶",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1645661501239.jpg,"
전시소개

인천시립박물관은 인천문화재단과 지난 1년 간 공동 조사한 결과를 바탕으로 볼음도 주민들의 삶과 이야기를 담은 전시 '볼음도, 248명의 삶' 전시를 개최합니다. 많은 관심 부탁드립니다.

강화도 서쪽 248명의 주민이 살아가는 조그만 섬이 하나 있습니다.
선수 선착장에서 배를 타고 한 시간 남짓 걸리는 이 섬의 이름은 '볼음도'입니다.
한때 천 명이 넘는 사람들이 살고 있었지만, 남과 북이 분단되면서 바다를 잃어버린 주민들은 하나둘 섬을 떠나갔습니다.
남겨진 사람들은 바다로 나가는 대신 바다를 막아 만든 간척지에서 농사를 지었고, 고기를 잡는 대신 갯벌을 일구며 삶을 이어왔습니다.
그럼에도 시간이 지날수록 볼음도의 인구는 줄어들고 있습니다.
하나 있던 초등학교도 문을 닫았고, 이제 섬 안의 젊은이라곤 바다를 지키는 군인들 밖에 없습니다.
더 늦기 전에 248명 볼음도 사람들의 삶을 이야기하고자 합니다.


* 전시기간 : 2022. 2. 7.(월) ~ 3. 31.(목)
* 전시장소 : 인천시청역 지하 3층 열린박물관
* 전시내용 : 볼음도에서 살아가는 248명의 삶
* 전시구성
   - 프롤로그
   - 1부 바다와 함께 살아가다
   - 2부 땅을 일구다
   - 3부 볼음도, 기억하다
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 2. 7.~2022. 3. 31.,인천 | 열린박물관
[아트뮤제 전시] 이영애_경계를 넘어,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1646372836618.jpg,"
전시소개

 
<경계 넘어 어떤 공간>

자신을 둘러 싼 주변의 사물과 그것이 만들어 낸 세계의 질서를 작가는 낯설게 표현함으로서 새로운 환경을 만들고 확장시켜 나아가야 한다. 
꼼꼼한 관찰력으로 세상을 읽어낸 자신만의 작품은 어느 한 곳에 안주하는 것이 아니라 경계를 찾아내 위치해야 한다.
그녀는 동서양 회화의 벽을 넘나들고 있다. 구상에서 추상으로, 캔버스에서 한지로 자신의 생각의 흐름을 가두지 않고 흘러가는 대로 작업하고 있다.
작가는 점 선 면이라는 미술이 갖는 최소 단위를 가지고 인간과 세상 그 내면의 깨달음을 찾고자 한다.
자신이 선택한 집적된 원의 세계는 자신만의 울타리를 만들어 가고 있다. 
하나의 원으로 환치 된 사람 혹은 세상은 모두 연결되어 하나의 하모니를 이룬다. 대립과 갈등이 아닌 서로 어울려 이룬 조화는 따뜻하게 느껴진다.
동서양의 회화 재료와 기법을 차용하고 혼성해 만든 형상은 자신만의 언어로 심플하게 자리매김하고 있다.
원과 원이 만나 기호화 한 화면에서 고요 속의 외침이 들리고 그것이 작가의 정체성으로 읽힌다.
칠하고 갈아 낸 평면과 일획의 붓이 빚어 낸 울림은 작가의 소중한 예술적 성취이고 그 사적 시선으로 세상과 소통한다. 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 3. 8.~2022. 3. 30.,서울 | 아트뮤제 대치전시장
이존립_내가 사랑한 정원,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1646371649348.jpg,"
전시소개

이존립 작가의 이번 전시는 인간이 자연 속에서 행복하고 낭만적인 생의 한 순간을 만끽하는 장면을 선물처럼 안겨 준다. 
작가가 들려주는 이야기는 고독, 사랑, 낭만, 행복 같은 단어를 자연스레 떠올리게 만드는 그림을 그린다. 
그는 모종의 행복한 순간을 형상화하고 있다. 자연 속 여유로움과 나른한 한 때를 보내는 행복한 지락의 한 순간을 기억한다.
그러나 자연은 아름답기만 한 것이 아니라 잔인하기도 하고 거칠기도 하면서 생존을 위협하기도 하고 그러면서도 온갖 은혜를 베풀기도 하는 양의적 존재다. 
인간은 그 자연 안에서 삶을 영위해왔고 행복 하고자 했다.
작가는 본연의 자연 뿐만 아니라 인위적으로 가설된 정원 안에서 그 꿈을 실현하고자 했으며 이를 그림으로 구현해왔다.
자신이 생각하는 가장 행복한 한 순간을 그림으로 그리면서 위안을 삼고 있고 그 위안을 관객과 함께 공유하고 싶은 것이다. 
그것이 작가가 그리고 있는 그림(정원)의 본질이 아닌가 한다. 
이번 전시를 통해 관객은 정원 속 따뜻하고 행복한 순간을 느끼고 경험해보길 바란다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 3. 8.~2022. 3. 30.,서울 | 아트뮤제 대치전시장
패션은 은유다,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1648428723577.jpg,"
전시소개

패션은 일상의 계절과 날씨…마음속의 생각(Thinking)을 형상으로 표현합니다. 나와 타인은 관계를 맺으며 연결되어 있으며 같이 성장하며 상호작용합니다. 타인과 나는 냉기와 온기를 교환하며 추억을 만듭니다. 그 과정에서 상처 입기도 하며 결별하고 다른 관계를 맺기도 합니다. 패션은 그런 나의 정체선을 담는 마음속의 생각(Thinking)입니다.
패션 일러스트를 통해 마음속의 생각(Thinking)을 표현하고 있습니다. 여기서 받은 영감을 패치워크를 응용한 의상으로 형상화하였습니다.

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 3. 23.~2022. 3. 27.,서울 | 어반플루토
